location,cuisines,approx_cost(for two people)
Banaswadi,"Fast Food, Juices",500.0
Banaswadi,"Fast Food, Maharashtrian, Rolls",250.0
Banaswadi,"Fast Food, North Indian",300.0
Banaswadi,"Fast Food, Rolls",200.0
Banaswadi,"Fast Food, Rolls, Momos",300.0
Banaswadi,"Fast Food, Street Food",200.0
Banaswadi,Finger Food,1100.0
Banaswadi,Healthy Food,300.0
Banaswadi,"Healthy Food, Continental, North Indian, Chinese",500.0
Banaswadi,"Healthy Food, North Indian, Thai",500.0
Banaswadi,Ice Cream,200.0
Banaswadi,"Ice Cream, Desserts",300.0
Banaswadi,"Iranian, Mughlai, Chinese",800.0
Banaswadi,"Italian, Continental",600.0
Banaswadi,"Italian, Pizza",600.0
Banaswadi,"Kebab, Hyderabadi, Biryani, North Indian",800.0
Banaswadi,Kerala,525.0
Banaswadi,"Kerala, South Indian, North Indian, Chinese",400.0
Banaswadi,Mexican,400.0
Banaswadi,"Mexican, Fast Food",400.0
Banaswadi,"Mithai, Street Food",205.55555555555554
Banaswadi,"Modern Indian, Biryani",300.0
Banaswadi,"Momos, Fast Food, Burger, North Indian, Desserts, Biryani",200.0
Banaswadi,"Mughlai, Chinese, South Indian",400.0
Banaswadi,"Mughlai, North Indian, Chinese",500.0
Banaswadi,North Indian,483.3333333333333
Banaswadi,"North Indian, Cafe, Chinese",550.0
Banaswadi,"North Indian, Chinese",470.8333333333333
Banaswadi,"North Indian, Chinese, Andhra",500.0
Banaswadi,"North Indian, Chinese, Biryani",475.0
Banaswadi,"North Indian, Chinese, Mughlai",700.0
Banaswadi,"North Indian, Continental, Chinese, Mexican, Italian",700.0
Banaswadi,"North Indian, Fast Food, Beverages",1000.0
Banaswadi,"North Indian, Fast Food, Street Food",250.0
Banaswadi,"North Indian, Kashmiri",400.0
Banaswadi,"North Indian, Mughlai",600.0
Banaswadi,"North Indian, South Indian",
Banaswadi,"North Indian, South Indian, Biryani",200.0
Banaswadi,"North Indian, South Indian, Chinese",300.0
Banaswadi,"North Indian, South Indian, Chinese, Continental",950.0
Banaswadi,"North Indian, South Indian, Chinese, Fast Food",200.0
Banaswadi,"North Indian, South Indian, Fast Food",450.0
Banaswadi,Pizza,400.0
Banaswadi,"Pizza, Fast Food",400.0
Banaswadi,"Pizza, Italian",500.0
Banaswadi,Rolls,100.0
Banaswadi,South Indian,229.72972972972974
Banaswadi,"South Indian, BBQ",400.0
Banaswadi,"South Indian, Biryani",338.46153846153845
Banaswadi,"South Indian, Chettinad",400.0
Banaswadi,"South Indian, Chettinad, Chinese",600.0
Banaswadi,"South Indian, Chinese",200.0
Banaswadi,"South Indian, Chinese, Biryani",300.0
Banaswadi,"South Indian, Chinese, North Indian, Biryani",400.0
Banaswadi,"South Indian, Chinese, North Indian, Biryani, Kebab, Andhra",400.0
Banaswadi,"South Indian, Coffee",200.0
Banaswadi,"South Indian, Mangalorean, Chinese, Juices",400.0
Banaswadi,"South Indian, North Indian",212.5
Banaswadi,"South Indian, North Indian, Chinese",287.5
Banaswadi,"South Indian, North Indian, Chinese, Street Food",362.5
Banaswadi,"South Indian, Street Food",300.0
Banaswadi,Street Food,150.0
Banaswadi,"Tibetan, Momos",400.0
Bannerghatta Road,"African, Burger",1000.0
Bannerghatta Road,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",300.0
Bannerghatta Road,"American, Burger, Fast Food",400.0
Bannerghatta Road,"American, Burger, Italian, Steak",1700.0
Bannerghatta Road,"American, Sandwich",600.0
Bannerghatta Road,Andhra,264.2857142857143
Bannerghatta Road,"Andhra, Biryani",692.3076923076923
Bannerghatta Road,"Andhra, Biryani, Chinese, North Indian",650.0
Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",612.5
Bannerghatta Road,"Andhra, North Indian, Biryani",800.0
Bannerghatta Road,"Andhra, North Indian, Chinese",600.0
Bannerghatta Road,"Andhra, North Indian, Chinese, Seafood",800.0
Bannerghatta Road,Arabian,300.0
Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000.0
Bannerghatta Road,"Arabian, Chinese, Kerala",400.0
Bannerghatta Road,"Arabian, Juices",200.0
Bannerghatta Road,"Arabian, Mediterranean, North Indian",500.0
Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",900.0
Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",900.0
Bannerghatta Road,Bakery,336.0
Bannerghatta Road,"Bakery, Desserts",465.2173913043478
Bannerghatta Road,"Bakery, Desserts, Beverages",450.0
Bannerghatta Road,"Bakery, Desserts, Fast Food",500.0
Bannerghatta Road,"Bakery, Desserts, Sandwich",400.0
Bannerghatta Road,"Bakery, Fast Food",437.5
Bannerghatta Road,Bengali,600.0
Bannerghatta Road,"Bengali, North Indian",320.0
Bannerghatta Road,"Bengali, North Indian, Chinese",250.0
Bannerghatta Road,Beverages,300.0
Bannerghatta Road,"Beverages, Fast Food",350.0
Bannerghatta Road,"Beverages, Ice Cream",162.5
Bannerghatta Road,"Beverages, Ice Cream, Juices, Sandwich",150.0
Bannerghatta Road,"Beverages, Juices",200.0
Bannerghatta Road,"Beverages, Street Food",150.0
Bannerghatta Road,Biryani,320.0
Bannerghatta Road,"Biryani, Andhra, North Indian",700.0
Bannerghatta Road,"Biryani, Chinese",300.0
Bannerghatta Road,"Biryani, Fast Food",152.94117647058823
Bannerghatta Road,"Biryani, Kebab",400.0
Bannerghatta Road,"Biryani, Mughlai",350.0
Bannerghatta Road,"Biryani, North Indian",541.6666666666666
Bannerghatta Road,"Biryani, North Indian, Chinese",615.0
Bannerghatta Road,"Biryani, North Indian, Mughlai",800.0
Bannerghatta Road,"Biryani, North Indian, South Indian",500.0
Bannerghatta Road,"Biryani, South Indian",300.0
Bannerghatta Road,"Burger, Fast Food",475.0
Bannerghatta Road,"Burger, Fast Food, Beverages",600.0
Bannerghatta Road,"Burger, Sandwich, Finger Food",300.0
Bannerghatta Road,Cafe,587.5
Bannerghatta Road,"Cafe, Bakery",700.0
Bannerghatta Road,"Cafe, Bakery, Arabian, Fast Food",700.0
Bannerghatta Road,"Cafe, Bakery, Beverages",450.0
Bannerghatta Road,"Cafe, Beverages",514.2857142857143
Bannerghatta Road,"Cafe, Continental",700.0
Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",700.0
Bannerghatta Road,"Cafe, Desserts",700.0
Bannerghatta Road,"Cafe, Fast Food",900.0
Bannerghatta Road,"Cafe, Fast Food, Chinese, Continental",500.0
Bannerghatta Road,"Cafe, Fast Food, Desserts",400.0
Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",400.0
Bannerghatta Road,"Cafe, Healthy Food",400.0
Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500.0
Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",800.0
Bannerghatta Road,Chinese,435.7142857142857
Bannerghatta Road,"Chinese, Asian",412.5
Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650.0
Bannerghatta Road,"Chinese, Fast Food, North Indian",500.0
Bannerghatta Road,"Chinese, Kerala",500.0
Bannerghatta Road,"Chinese, North Indian",359.375
Bannerghatta Road,"Chinese, North Indian, Biryani",350.0
Bannerghatta Road,"Chinese, North Indian, Biryani, Arabian",400.0
Bannerghatta Road,"Chinese, North Indian, Fast Food",400.0
Bannerghatta Road,"Chinese, North Indian, Fast Food, Momos",350.0
Bannerghatta Road,"Chinese, North Indian, Seafood",800.0
Bannerghatta Road,"Chinese, North Indian, South Indian",375.0
Bannerghatta Road,"Chinese, North Indian, Street Food",250.0
Bannerghatta Road,"Chinese, Seafood",800.0
Bannerghatta Road,"Chinese, Seafood, North Indian",600.0
Bannerghatta Road,"Chinese, South Indian, North Indian",1000.0
Bannerghatta Road,"Chinese, Street Food",200.0
Bannerghatta Road,"Chinese, Street Food, Juices",200.0
Bannerghatta Road,"Chinese, Thai",730.0
Bannerghatta Road,"Chinese, Thai, Momos",500.0
Bannerghatta Road,"Chinese, Thai, Momos, Vietnamese",800.0
Bannerghatta Road,"Chinese, Tibetan, North Indian, Momos",200.0
Bannerghatta Road,Continental,291.1764705882353
Bannerghatta Road,"Continental, Chinese, North Indian",500.0
Bannerghatta Road,"Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0
Bannerghatta Road,"Continental, Italian",800.0
Bannerghatta Road,"Continental, North Indian, Chinese",700.0
Bannerghatta Road,"Continental, North Indian, Chinese, Pizza, Thai",1200.0
Bannerghatta Road,"Continental, North Indian, Pizza, Italian",1200.0
Bannerghatta Road,Desserts,248.0
Bannerghatta Road,"Desserts, Bakery",250.0
Bannerghatta Road,"Desserts, Belgian, Beverages",500.0
Bannerghatta Road,"Desserts, Beverages",287.5
Bannerghatta Road,"Desserts, Beverages, American",400.0
Bannerghatta Road,"Desserts, Beverages, Ice Cream",400.0
Bannerghatta Road,"Desserts, Cafe, Beverages",900.0
Bannerghatta Road,"Desserts, Ice Cream",263.1578947368421
Bannerghatta Road,"Desserts, Mithai",300.0
Bannerghatta Road,Fast Food,267.6470588235294
Bannerghatta Road,"Fast Food, Arabian",400.0
Bannerghatta Road,"Fast Food, Bengali",500.0
Bannerghatta Road,"Fast Food, Beverages",250.0
Bannerghatta Road,"Fast Food, Burger",250.0
Bannerghatta Road,"Fast Food, Burger, Sandwich, Street Food",250.0
Bannerghatta Road,"Fast Food, Chinese",400.0
Bannerghatta Road,"Fast Food, Chinese, Beverages",250.0
Bannerghatta Road,"Fast Food, Desserts",600.0
Bannerghatta Road,"Fast Food, Juices",200.0
Bannerghatta Road,"Fast Food, Momos",175.0
Bannerghatta Road,"Fast Food, Pizza",400.0
Bannerghatta Road,"Fast Food, Rolls",100.0
Bannerghatta Road,"Fast Food, Rolls, Momos",270.0
Bannerghatta Road,"Fast Food, Street Food",175.0
Bannerghatta Road,"Finger Food, Wraps, Cafe, Continental, Healthy Food",500.0
Bannerghatta Road,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
Bannerghatta Road,"Healthy Food, Fast Food",250.0
Bannerghatta Road,"Hyderabadi, Andhra, North Indian",500.0
Bannerghatta Road,Ice Cream,350.0
Bannerghatta Road,"Ice Cream, Beverages",300.0
Bannerghatta Road,"Ice Cream, Desserts",313.8888888888889
Bannerghatta Road,"Ice Cream, Desserts, Beverages, Sandwich",400.0
Bannerghatta Road,"Ice Cream, Desserts, Rolls",300.0
Bannerghatta Road,"Ice Cream, Juices",250.0
Bannerghatta Road,Italian,1166.6666666666667
Bannerghatta Road,"Italian, Chinese, Japanese",600.0
Bannerghatta Road,"Italian, North Indian, Biryani",500.0
Bannerghatta Road,Juices,116.66666666666667
Bannerghatta Road,"Juices, Beverages",300.0
Bannerghatta Road,"Juices, Fast Food",200.0
Bannerghatta Road,"Juices, Pizza",500.0
Bannerghatta Road,Kerala,188.88888888888889
Bannerghatta Road,"Kerala, Arabian, Seafood, Beverages",650.0
Bannerghatta Road,"Kerala, Chinese, South Indian",300.0
Bannerghatta Road,"Kerala, North Indian",350.0
Bannerghatta Road,"Kerala, North Indian, Chinese",500.0
Bannerghatta Road,"Kerala, South Indian",240.0
Bannerghatta Road,"Kerala, South Indian, Biryani",400.0
Bannerghatta Road,"Kerala, South Indian, North Indian",450.0
Bannerghatta Road,Maharashtrian,500.0
Bannerghatta Road,"Maharashtrian, Seafood",700.0
Bannerghatta Road,Mangalorean,492.85714285714283
Bannerghatta Road,Mexican,100.0
Bannerghatta Road,"Mexican, American",800.0
Bannerghatta Road,"Mexican, American, Fast Food",600.0
Bannerghatta Road,"Mexican, Fast Food",400.0
Bannerghatta Road,"Mexican, Italian",600.0
Bannerghatta Road,"Mexican, Tex-Mex",400.0
Bannerghatta Road,"Mithai, Desserts",220.0
Bannerghatta Road,"Mithai, Desserts, Fast Food",300.0
Bannerghatta Road,"Mithai, Street Food",294.44444444444446
Bannerghatta Road,"Momos, American",600.0
Bannerghatta Road,"Momos, Fast Food",200.0
Bannerghatta Road,"Momos, Street Food, Fast Food, Tibetan, Chinese",200.0
Bannerghatta Road,"Momos, Tibetan, Chinese",200.0
Bannerghatta Road,Mughlai,266.6666666666667
Bannerghatta Road,"Mughlai, Chinese",300.0
Bannerghatta Road,North Indian,467.3333333333333
Bannerghatta Road,"North Indian, Andhra, Biryani",700.0
Bannerghatta Road,"North Indian, Andhra, Chinese",700.0
Bannerghatta Road,"North Indian, Arabian, Fast Food",650.0
Bannerghatta Road,"North Indian, Biryani",521.4285714285714
Bannerghatta Road,"North Indian, Biryani, Chinese",500.0
Bannerghatta Road,"North Indian, Biryani, Chinese, Seafood",550.0
Bannerghatta Road,"North Indian, Biryani, Fast Food",500.0
Bannerghatta Road,"North Indian, Chinese",492.6923076923077
Bannerghatta Road,"North Indian, Chinese, Biryani",455.55555555555554
Bannerghatta Road,"North Indian, Chinese, Biryani, Fast Food",300.0
Bannerghatta Road,"North Indian, Chinese, Biryani, Rolls",392.85714285714283
Bannerghatta Road,"North Indian, Chinese, Biryani, Seafood",600.0
Bannerghatta Road,"North Indian, Chinese, Fast Food",430.0
Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",600.0
Bannerghatta Road,"North Indian, Chinese, Hyderabadi",600.0
Bannerghatta Road,"North Indian, Chinese, Italian, South Indian",1000.0
Bannerghatta Road,"North Indian, Chinese, Momos",250.0
Bannerghatta Road,"North Indian, Chinese, Rolls",400.0
Bannerghatta Road,"North Indian, Chinese, Seafood",1600.0
Bannerghatta Road,"North Indian, Chinese, Seafood, Biryani, Mangalorean",800.0
Bannerghatta Road,"North Indian, Chinese, Seafood, South Indian",200.0
Bannerghatta Road,"North Indian, Chinese, South Indian",400.0
Bannerghatta Road,"North Indian, Chinese, Thai",500.0
Bannerghatta Road,"North Indian, Continental, Street Food",500.0
Bannerghatta Road,"North Indian, Fast Food",400.0
Bannerghatta Road,"North Indian, Fast Food, Chinese, Burger",500.0
Bannerghatta Road,"North Indian, Fast Food, Rolls",250.0
Bannerghatta Road,"North Indian, Italian",900.0
Bannerghatta Road,"North Indian, Kebab, Chinese, Fast Food",400.0
Bannerghatta Road,"North Indian, Mughlai",400.0
Bannerghatta Road,"North Indian, Mughlai, Biryani",400.0
Bannerghatta Road,"North Indian, Mughlai, Fast Food",500.0
Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",750.0
Bannerghatta Road,"North Indian, South Indian",296.0
Bannerghatta Road,"North Indian, South Indian, Andhra",600.0
Bannerghatta Road,"North Indian, South Indian, Andhra, Chinese",1000.0
Bannerghatta Road,"North Indian, South Indian, Chinese",577.7777777777778
Bannerghatta Road,"North Indian, South Indian, Chinese, Continental",800.0
Bannerghatta Road,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",1000.0
Bannerghatta Road,"North Indian, South Indian, Pizza",300.0
Bannerghatta Road,"North Indian, South Indian, Seafood, Biryani, Chinese",800.0
Bannerghatta Road,"North Indian, South Indian, Seafood, Rolls",400.0
Bannerghatta Road,"North Indian, Street Food",318.1818181818182
Bannerghatta Road,"North Indian, Street Food, Juices",200.0
Bannerghatta Road,Pizza,540.0
Bannerghatta Road,"Pizza, Fast Food",666.6666666666666
Bannerghatta Road,"Pizza, Italian",800.0
Bannerghatta Road,"Pizza, Italian, Desserts",800.0
Bannerghatta Road,"Pizza, South Indian, Healthy Food",200.0
Bannerghatta Road,Rolls,250.0
Bannerghatta Road,"Rolls, Chinese",300.0
Bannerghatta Road,"Rolls, Chinese, Fast Food",300.0
Bannerghatta Road,"Rolls, Kebab, Fast Food",250.0
Bannerghatta Road,"Rolls, Lebanese",250.0
Bannerghatta Road,"Salad, Fast Food",600.0
Bannerghatta Road,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600.0
Bannerghatta Road,"Seafood, Mangalorean, Kerala",600.0
Bannerghatta Road,South Indian,229.16666666666666
Bannerghatta Road,"South Indian, Andhra",600.0
Bannerghatta Road,"South Indian, Beverages",350.0
Bannerghatta Road,"South Indian, Biryani",340.0
Bannerghatta Road,"South Indian, Chinese",200.0
Bannerghatta Road,"South Indian, Chinese, Biryani",350.0
Bannerghatta Road,"South Indian, Chinese, North Indian, Seafood",400.0
Bannerghatta Road,"South Indian, Continental, North Indian",500.0
Bannerghatta Road,"South Indian, Fast Food",300.0
Bannerghatta Road,"South Indian, Fast Food, North Indian",300.0
Bannerghatta Road,"South Indian, Kerala",514.2857142857143
Bannerghatta Road,"South Indian, Kerala, Biryani",400.0
Bannerghatta Road,"South Indian, North Indian",336.95652173913044
Bannerghatta Road,"South Indian, North Indian, Chinese",341.86046511627904
Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food",300.0
Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food, Beverages",450.0
Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0
Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food, Juices",250.0
Bannerghatta Road,"South Indian, North Indian, Oriya",400.0
Bannerghatta Road,"South Indian, Street Food",250.0
Bannerghatta Road,"South Indian, Street Food, Tea",200.0
Bannerghatta Road,Street Food,180.0
Bannerghatta Road,"Street Food, Burger",150.0
Bannerghatta Road,"Street Food, Fast Food",200.0
Bannerghatta Road,"Street Food, Mithai, North Indian",250.0
Bannerghatta Road,"Street Food, North Indian",300.0
Bannerghatta Road,"Street Food, North Indian, Beverages",800.0
Bannerghatta Road,"Tea, Beverages",200.0
Bannerghatta Road,"Tea, Beverages, Fast Food",250.0
Bannerghatta Road,"Tibetan, Momos",244.44444444444446
Basavanagudi,"Andhra, Chinese, North Indian",800.0
Basavanagudi,"Andhra, North Indian, Chinese",800.0
Basavanagudi,"Andhra, South Indian, Biryani, North Indian",450.0
Basavanagudi,"Asian, Continental",1000.0
Basavanagudi,Bakery,316.6666666666667
Basavanagudi,"Bakery, Desserts",362.5
Basavanagudi,"Bakery, French, Desserts",300.0
Basavanagudi,"Bakery, Mithai",500.0
Basavanagudi,"Bakery, Street Food",150.0
Basavanagudi,Beverages,100.0
Basavanagudi,"Beverages, Desserts",175.0
Basavanagudi,"Beverages, Fast Food",150.0
Basavanagudi,"Beverages, Ice Cream",150.0
Basavanagudi,"Beverages, Juices",100.0
Basavanagudi,"Beverages, Sandwich",100.0
Basavanagudi,Biryani,257.5
Basavanagudi,"Biryani, Fast Food",400.0
Basavanagudi,"Biryani, Kebab, Chinese",350.0
Basavanagudi,"Biryani, North Indian",300.0
Basavanagudi,"Biryani, Seafood, South Indian",150.0
Basavanagudi,"Biryani, South Indian, North Indian, Chinese, Andhra",600.0
Basavanagudi,"Burger, Fast Food",466.6666666666667
Basavanagudi,"Burger, Fast Food, Beverages",600.0
Basavanagudi,"Burger, Fast Food, Italian",300.0
Basavanagudi,Cafe,700.0
Basavanagudi,"Cafe, Beverages",600.0
Basavanagudi,"Cafe, Continental, Beverages, Desserts",500.0
Basavanagudi,"Cafe, Fast Food",542.8571428571429
Basavanagudi,"Cafe, Italian",600.0
Basavanagudi,"Cafe, Italian, Beverages",600.0
Basavanagudi,Chinese,179.16666666666666
Basavanagudi,"Chinese, Fast Food",300.0
Basavanagudi,"Chinese, North Indian",300.0
Basavanagudi,"Continental, Fast Food, Street Food, Momos",500.0
Basavanagudi,Desserts,262.5
Basavanagudi,"Desserts, Asian, Beverages",1000.0
Basavanagudi,"Desserts, Bakery",250.0
Basavanagudi,"Desserts, Beverages",400.0
Basavanagudi,"Desserts, Ice Cream",214.28571428571428
Basavanagudi,"Desserts, Ice Cream, Beverages, Sandwich",400.0
Basavanagudi,"Desserts, Mithai",300.0
Basavanagudi,"Desserts, Momos",200.0
Basavanagudi,Fast Food,214.8148148148148
Basavanagudi,"Fast Food, Beverages",300.0
Basavanagudi,"Fast Food, Biryani",350.0
Basavanagudi,"Fast Food, Maharashtrian",250.0
Basavanagudi,"Fast Food, Pizza",300.0
Basavanagudi,"Fast Food, Rolls",257.14285714285717
Basavanagudi,"Fast Food, Street Food",159.0909090909091
Basavanagudi,Finger Food,2200.0
Basavanagudi,"Healthy Food, South Indian",150.0
Basavanagudi,Ice Cream,150.0
Basavanagudi,"Ice Cream, Desserts",280.0
Basavanagudi,"Ice Cream, Desserts, Beverages, Sandwich",400.0
Basavanagudi,"Italian, Continental",650.0
Basavanagudi,Juices,100.0
Basavanagudi,"Juices, Fast Food",150.0
Basavanagudi,"Juices, South Indian, Chinese, Fast Food",200.0
Basavanagudi,Mithai,250.0
Basavanagudi,"Mithai, Desserts",250.0
Basavanagudi,"Mithai, Desserts, Bakery",100.0
Basavanagudi,"Mithai, South Indian, Street Food, Fast Food",200.0
Basavanagudi,"Mithai, Street Food",216.66666666666666
Basavanagudi,"Mithai, Street Food, North Indian, Chinese",400.0
Basavanagudi,"Mughlai, Biryani",400.0
Basavanagudi,North Indian,414.2857142857143
Basavanagudi,"North Indian, Asian, Continental",800.0
Basavanagudi,"North Indian, Biryani, Fast Food",300.0
Basavanagudi,"North Indian, Cafe, Chinese, Fast Food",550.0
Basavanagudi,"North Indian, Chinese",613.3333333333334
Basavanagudi,"North Indian, Chinese, Beverages",750.0
Basavanagudi,"North Indian, Chinese, Mughlai",700.0
